Fannie Mae Projected Environmental Impact At Issuance Per CUSIP: Multifamily Green MBS(1)(2),,,,,,,,,
2012-2022,,,,,,,,,
© 2023 Fannie Mae,,,,,,,,,
,,,,,,,,,
Security CUSIP,(notes),Green Financing Type,Issue Date,"Issuance UPB
($USD)","Estimated Annual 
Energy Savings (3)(4)
(kBTU) ","Estimated Annual 
Emissions Savings (3)
(MTCO2e) ","Estimated Annual 
Water Savings (3)
(gallons) ",,
3140LEPX9,,Green Building Certification,1 Dec 2021," 19,899,000 "," 2,381,823 ", 139 , -   ,,
3140LEQ26,,Green Building Certification,1 Dec 2021," 6,048,000 "," 428,702 ", 23 , -   ,,
3140LEQQ3,,Green Building Certification,1 Dec 2021," 31,910,000 "," 688,142 ", 22 , -   ,,
3140LEQZ3,,Green Building Certification,1 Dec 2021," 46,000,000 "," 1,655,187 ", 81 , -   ,,
3140LESS7,,Green Rewards,1 Dec 2021," 5,930,000 "," 106,243 ", 8 ," 21,550 ",,
3140LETK3,,Green Rewards,1 Dec 2021," 7,800,000 "," 1,169,396 ", 78 ," 567,430 ",,
3140LETS6,,Green Rewards,1 Dec 2021," 6,500,000 "," 3,447,397 ", 247 ," 2,389,000 ",,
3140LEUC9,,Green Building Certification,1 Dec 2021," 50,987,000 "," 232,162 ", 15 , -   ,,
3140LEV20,,Green Building Certification,1 Dec 2021," 64,415,000 "," 2,631,610 ", 87 , -   ,,
3140LEV87,,Green Building Certification,1 Dec 2021," 31,200,000 "," 2,036,625 ", 87 , -   ,,
3140LEVM6,,Green Rewards,1 Dec 2021," 7,467,000 "," 581,075 ", 42 ," 307,470 ",,
3140LEX44,,Green Building Certification,1 Dec 2021," 38,335,000 "," 7,497,777 ", 374 , -   ,,
3140LEYP6,,Green Rewards,1 Dec 2021," 16,500,000 "," 1,743,139 ", 117 ," 1,149,750 ",,
3140LFAL8,,Green Rewards,1 Dec 2021," 7,575,000 "," 1,080,324 ", 67 ," 473,810 ",,
3140LD2T5,,Green Building Certification,1 Nov 2021," 7,196,000 "," 710,990 ", 39 , -   ,,
3140LD4H9,,Green Building Certification,1 Nov 2021," 42,250,000 "," 2,564,624 ", 170 , -   ,,
3140LD4U0,(5),Green Building Certification,1 Nov 2021," 25,500,000 ", -   , -   , -   ,,
3140LD6V6,,Green Building Certification,1 Nov 2021," 60,240,000 "," 6,394,314 ", 354 , -   ,,
3140LD6W4,,Green Building Certification,1 Nov 2021," 30,174,000 "," 1,277,053 ", 50 , -   ,,
3140LDL80,,Green Building Certification,1 Nov 2021," 30,975,000 "," 3,108,795 ", 168 , -   ,,
3140LDLL1,,Green Building Certification,1 Nov 2021," 48,160,000 "," 3,718,389 ", 182 , -   ,,
3140LDSJ9,,Green Building Certification,1 Nov 2021," 56,006,000 "," 4,161,578 ", 215 , -   ,,
3140LDUW7,,Green Building Certification,1 Nov 2021," 45,023,000 "," 13,294,497 ", 644 , -   ,,
3140LDVA4,,Green Rewards,1 Nov 2021," 26,464,000 "," 3,568,891 ", 256 ," 1,702,860 ",,
3140LDW88,,Green Building Certification,1 Nov 2021," 30,400,000 "," 4,132,291 ", 213 , -   ,,
3140LDW96,,Green Building Certification,1 Nov 2021," 36,650,000 "," 5,432,990 ", 323 , -   ,,
3140LDXA2,,Green Building Certification,1 Nov 2021," 51,750,000 "," 9,883,660 ", 503 , -   ,,
3140LEA72,,Green Building Certification,1 Nov 2021," 16,662,000 "," 472,855 ", 16 , -   ,,
3140LEA98,,Green Building Certification,1 Nov 2021," 61,600,000 "," 6,636,308 ", 264 , -   ,,
3140LEAA5,(5),Green Building Certification,1 Nov 2021," 6,700,000 ", -   , -   , -   ,,
3140LEAN7,,Green Rewards,1 Nov 2021," 15,682,500 "," 529,992 ", 35 ," 123,410 ",,
3140LEBC0,,Green Building Certification,1 Nov 2021," 85,732,000 "," 9,620,749 ", 246 , -   ,,
3140LEBF3,,Green Building Certification,1 Nov 2021," 94,640,000 "," 13,673,898 ", 534 , -   ,,
3140LEDJ3,,Green Building Certification,1 Nov 2021," 80,400,000 "," 5,476,886 ", 230 , -   ,,
3140LEEY9,,Green Building Certification,1 Nov 2021," 42,084,000 "," 4,081,947 ", 199 , -   ,,
3140LEFS1,,Green Building Certification,1 Nov 2021," 30,300,000 "," 1,667,064 ", 98 , -   ,,
3140LEGM3,,Green Building Certification,1 Nov 2021," 43,011,000 "," 910,715 ", 24 , -   ,,
3140LEGX9,,Green Building Certification,1 Nov 2021," 6,005,000 "," 918,658 ", 52 , -   ,,
3140LEH91,,Green Building Certification,1 Nov 2021," 54,975,000 "," 4,789,935 ", 266 , -   ,,
3140LEJC2,,Green Building Certification,1 Nov 2021," 49,235,000 "," 4,699,105 ", 261 , -   ,,
3140LEKQ9,,Green Building Certification,1 Nov 2021," 45,584,000 "," 2,129,773 ", 104 , -   ,,
3140LEKX4,,Green Building Certification,1 Nov 2021," 30,137,000 "," 1,180,113 ", 39 , -   ,,
3140LELW5,,Green Rewards,1 Nov 2021," 34,240,000 "," 751,174 ", 42 ," 596,050 ",,
3140LEMP9,,Green Rewards,1 Nov 2021," 37,287,000 "," 2,976,883 ", 213 ," 2,263,000 ",,
3140LEMQ7,,Green Rewards,1 Nov 2021," 55,628,000 "," 5,927,243 ", 372 ," 2,953,080 ",,
3140LCU66,,Green Rewards,1 Oct 2021," 11,800,000 "," 2,696,312 ", 185 ," 1,706,950 ",,
3140LD2X6,,Green Building Certification,1 Oct 2021," 47,728,000 "," 3,934,157 ", 197 , -   ,,
3140LD3K3,,Green Building Certification,1 Oct 2021," 54,920,000 "," 941,253 ", 24 , -   ,,
3140LD3L1,,Green Building Certification,1 Oct 2021," 110,000,000 "," 7,985,175 ", 474 , -   ,,
3140LD3P2,,Green Building Certification,1 Oct 2021," 134,160,000 "," 10,866,702 ", 530 , -   ,,
3140LD4B2,,Green Building Certification,1 Oct 2021," 71,661,000 "," 5,711,652 ", 285 , -   ,,
3140LD4L0,,Green Building Certification,1 Oct 2021," 20,781,000 "," 739,186 ", 29 , -   ,,
3140LD5S4,,Green Rewards,1 Oct 2021," 22,971,000 "," 1,743,828 ", 104 ," 1,124,670 ",,
3140LD5U9,,Green Rewards,1 Oct 2021," 22,577,000 "," 1,500,192 ", 100 ," 1,228,400 ",,
3140LD5Z8,,Green Rewards,1 Oct 2021," 12,782,000 "," 3,046,802 ", 218 ," 1,316,310 ",,
3140LDHU6,,Green Building Certification,1 Oct 2021," 58,012,000 "," 821,212 ", 41 , -   ,,
3140LDJX8,(5),Green Building Certification,1 Oct 2021," 51,520,000 ", -   , -   , -   ,,
3140LDT90,,Green Building Certification,1 Oct 2021," 15,334,000 "," 305,559 ", 18 , -   ,,
3140LDTE9,(5),Green Building Certification,1 Oct 2021," 47,400,000 ", -   , -   , -   ,,
3140LDU64,,Green Building Certification,1 Oct 2021," 14,100,000 "," 194,057 ", 5 , -   ,,
3140LDUJ6,,Green Rewards,1 Oct 2021," 32,500,000 "," 1,605,619 ", 92 ," 416,520 ",,
3140LDXK0,,Green Rewards,1 Oct 2021," 38,610,000 "," 4,656,872 ", 334 ," 1,681,300 ",,
3140LDZ77,,Green Rewards,1 Oct 2021," 26,040,000 "," 1,102,193 ", 68 ," 350,960 ",,
3140LDZE2,,Green Building Certification,1 Oct 2021," 16,000,000 "," 630,077 ", 21 , -   ,,
3140LC6V8,,Green Rewards,1 Sep 2021," 21,996,000 "," 5,390,644 ", 386 ," 1,748,510 ",,
3140LCNG2,,Green Rewards,1 Sep 2021," 21,110,000 "," 3,293,426 ", 236 ," 1,052,880 ",,
3140LDBB4,,Green Building Certification,1 Sep 2021," 54,919,000 "," 3,569,886 ", 178 , -   ,,
3140LDCC1,,Green Rewards,1 Sep 2021," 13,414,000 "," 2,167,100 ", 155 ," 362,680 ",,
3140LDDV8,,Green Rewards,1 Sep 2021," 24,000,000 "," 2,825,469 ", 187 ," 971,860 ",,
3140LDDW6,,Green Rewards,1 Sep 2021," 35,000,000 "," 2,785,826 ", 192 ," 1,010,180 ",,
3140LDES4,,Green Building Certification,1 Sep 2021," 19,331,000 "," 3,382,054 ", 184 , -   ,,
3140LDGA1,,Green Building Certification,1 Sep 2021," 18,956,000 "," 841,788 ", 33 , -   ,,
3140LDGB9,,Green Building Certification,1 Sep 2021," 130,200,000 "," 6,723,205 ", 261 , -   ,,
3140LDGY9,,Green Building Certification,1 Sep 2021," 13,945,000 "," 1,861,063 ", 81 , -   ,,
3140LDKG3,,Green Building Certification,1 Sep 2021," 28,535,000 "," 2,156,677 ", 107 , -   ,,
3140LDKL2,,Green Building Certification,1 Sep 2021," 62,205,000 "," 4,835,518 ", 236 , -   ,,
3140LDLH0,(5),Green Building Certification,1 Sep 2021," 20,930,000 ", -   , -   , -   ,,
3140LDLM9,,Green Rewards,1 Sep 2021," 47,181,000 "," 9,232,579 ", 526 ," 1,645,190 ",,
3140LDLP2,,Green Building Certification,1 Sep 2021," 18,000,000 "," 3,174,098 ", 155 , -   ,,
3140LDLR8,,Green Building Certification,1 Sep 2021," 83,558,000 "," 3,331,831 ", 144 , -   ,,
3140LDPT0,,Green Building Certification,1 Sep 2021," 20,650,000 "," 4,021,662 ", 209 , -   ,,
3140LDRA9,,Green Building Certification,1 Sep 2021," 27,246,300 "," 3,205,853 ", 178 , -   ,,
3140LDRV3,,Green Rewards,1 Sep 2021," 73,500,000 "," 6,880,994 ", 415 ," 1,567,020 ",,
3140LDS83,,Green Building Certification,1 Sep 2021," 22,000,000 "," 2,954,550 ", 148 , -   ,,
3140LDSE0,,Green Rewards,1 Sep 2021," 10,525,000 "," 688,523 ", 48 ," 128,790 ",,
3140LC3S8,(5),Green Building Certification,1 Aug 2021," 71,000,000 ", -   , -   ," 1,575,360 ",,
3140LC4S7,,Green Rewards,1 Aug 2021," 21,443,000 "," 3,416,638 ", 219 ," 2,905,870 ",,
3140LC4T5,,Green Rewards,1 Aug 2021," 19,364,000 "," 2,728,049 ", 168 ," 1,768,930 ",,
3140LC5D9,,Green Building Certification,1 Aug 2021," 48,100,000 "," 1,227,123 ", 60 , -   ,,
3140LC6L0,,Green Building Certification,1 Aug 2021," 12,900,000 "," 704,852 ", 35 , -   ,,
3140LCUD1,,Green Building Certification,1 Aug 2021," 14,000,000 "," 2,847,042 ", 147 , -   ,,
3140LCUE9,,Green Building Certification,1 Aug 2021," 26,680,000 "," 6,823,751 ", 351 , -   ,,
3140LCXX4,,Green Building Certification,1 Aug 2021," 26,740,000 "," 1,088,813 ", 51 , -   ,,
3140LCYP0,,Green Rewards,1 Aug 2021," 38,727,000 "," 3,261,579 ", 234 ," 1,326,130 ",,
3140LDA58,(5),Green Building Certification,1 Aug 2021," 15,079,000 ", -   , -   , -   ,,
3140LDAK5,,Green Building Certification,1 Aug 2021," 11,850,000 "," 1,974,320 ", 99 , -   ,,
3140LDAT6,,Green Building Certification,1 Aug 2021," 32,345,000 "," 432,291 ", 9 , -   ,,
3140LDDA4,,Green Building Certification,1 Aug 2021," 33,850,000 "," 4,262,662 ", 236 , -   ,,
3140LDE88,,Green Building Certification,1 Aug 2021," 42,982,000 "," 3,395,709 ", 127 , -   ,,
3140LDFB0,,Green Building Certification,1 Aug 2021," 18,506,000 "," 813,818 ", 27 , -   ,,
3140LDGJ2,,Green Building Certification,1 Aug 2021," 27,600,000 "," 716,671 ", 24 , -   ,,
3140LDGX1,,Green Building Certification,1 Aug 2021," 72,540,000 "," 8,566,065 ", 561 , -   ,,
3140LC2G5,,Green Building Certification,1 Jul 2021," 9,899,000 "," 1,268,656 ", 41 , -   ,,
3140LC2K6,,Green Rewards,1 Jul 2021," 8,590,000 "," 2,057,221 ", 121 ," 1,276,990 ",,
3140LC3G4,,Green Building Certification,1 Jul 2021," 10,250,000 "," 1,631,137 ", 93 , -   ,,
3140LC3P4,,Green Rewards,1 Jul 2021," 7,869,000 "," 539,435 ", 30 ," 460,080 ",,
3140LC3R0,,Green Rewards,1 Jul 2021," 15,180,000 "," 718,383 ", 46 ," 470,560 ",,
3140LC3T6,,Green Building Certification,1 Jul 2021," 24,500,000 "," 979,696 ", 32 , -   ,,
3140LC4K4,,Green Rewards,1 Jul 2021," 22,000,000 "," 2,439,823 ", 160 ," 1,395,630 ",,
3140LC4U2,,Green Building Certification,1 Jul 2021," 37,222,000 "," 4,374,029 ", 225 , -   ,,
3140LC5T4,,Green Rewards,1 Jul 2021," 3,800,000 "," 2,813,442 ", 332 ," 1,106,510 ",,
3140LCFD8,,Green Building Certification,1 Jul 2021," 7,225,000 "," 797,897 ", 31 , -   ,,
3140LCJU6,,Green Building Certification,1 Jul 2021," 6,500,000 "," 250,128 ", 8 , -   ,,
3140LCMZ1,,Green Rewards,1 Jul 2021," 11,181,000 "," 924,438 ", 51 ," 1,164,890 ",,
3140LCNJ6,,Green Building Certification,1 Jul 2021," 42,500,000 "," 1,317,593 ", 66 , -   ,,
3140LCQY0,,Green Building Certification,1 Jul 2021," 15,750,000 "," 1,658,843 ", 96 , -   ,,
3140LCRR4,(5),Green Building Certification,1 Jul 2021," 49,256,000 ", -   , -   , -   ,,
3140LCRX1,,Green Building Certification,1 Jul 2021," 28,814,000 "," 3,823,434 ", 163 , -   ,,
3140LCS51,,Green Building Certification,1 Jul 2021," 36,000,000 "," 3,402,660 ", 193 , -   ,,
3140LCU58,,Green Rewards,1 Jul 2021," 11,430,000 "," 1,545,067 ", 103 ," 1,483,140 ",,
3140LCVH1,,Green Building Certification,1 Jul 2021," 51,025,000 "," 8,404,484 ", 319 , -   ,,
3140LCVJ7,,Green Building Certification,1 Jul 2021," 50,830,000 "," 11,572,430 ", 439 , -   ,,
3140LCVQ1,,Green Building Certification,1 Jul 2021," 65,000,000 "," 3,382,156 ", 165 , -   ,,
3140LCW49,,Green Rewards,1 Jul 2021," 9,500,000 "," 5,221,023 ", 374 , -   ,,
3140LCWK3,,Green Rewards,1 Jul 2021," 1,066,000 "," 1,367,168 ", 98 ," 803,000 ",,
3140LCWW7,,Green Building Certification,1 Jul 2021," 26,040,000 "," 2,098,719 ", 105 , -   ,,
3140LCXL0,,Green Building Certification,1 Jul 2021," 37,500,000 "," 4,853,704 ", 195 , -   ,,
3140LCXP1,,Green Building Certification,1 Jul 2021," 41,381,000 "," 1,924,205 ", 98 , -   ,,
3140LCZ61,,Green Building Certification,1 Jul 2021," 14,170,000 "," 2,115,729 ", 91 , -   ,,
3140LCZL8,,Green Rewards,1 Jul 2021," 8,250,000 "," 1,817,279 ", 104 ," 372,640 ",,
3140LCZN4,,Green Rewards,1 Jul 2021," 14,346,000 "," 3,189,035 ", 183 ," 236,520 ",,
3140LCE56,,Green Building Certification,1 Jun 2021," 52,222,000 "," 15,436,555 ", 745 ," 1,594,710 ",,
3140LCFP1,,Green Rewards,1 Jun 2021," 13,088,000 "," 1,275,372 ", 75 ," 408,140 ",,
3140LCFV8,,Green Building Certification,1 Jun 2021," 7,963,000 "," 7,704,430 ", 475 , -   ,,
3140LCG21,,Green Rewards,1 Jun 2021," 38,458,000 "," 4,381,530 ", 302 ," 1,520,160 ",,
3140LCGF2,,Green Building Certification,1 Jun 2021," 15,288,000 "," 1,139,880 ", 44 , -   ,,
3140LCHD6,,Green Rewards,1 Jun 2021," 18,630,000 "," 2,617,864 ", 168 ," 1,571,870 ",,
3140LCHM6,,Green Building Certification,1 Jun 2021," 57,000,000 "," 6,582,404 ", 201 , -   ,,
3140LCHV6,,Green Building Certification,1 Jun 2021," 6,750,000 "," 515,666 ", 22 , -   ,,
3140LCKN0,,Green Building Certification,1 Jun 2021," 81,581,000 "," 6,313,666 ", 315 , -   ,,
3140LCL58,,Green Building Certification,1 Jun 2021," 9,800,000 "," 496,016 ", 16 , -   ,,
3140LCLH2,(6),Green Rewards,1 Jun 2021," 16,300,000 "," 941,154 ", 58 ," 433,741 ",,
3140LCLJ8,(6),Green Rewards,1 Jun 2021," 4,000,000 "," 230,958 ", 14 ," 106,439 ",,
3140LCLQ2,,Green Building Certification,1 Jun 2021," 4,437,000 "," 1,482,169 ", 39 , -   ,,
3140LCLR0,,Green Building Certification,1 Jun 2021," 2,767,000 "," 373,904 ", 14 , -   ,,
3140LCLS8,,Green Building Certification,1 Jun 2021," 5,432,000 "," 470,106 ", 17 , -   ,,
3140LCLU3,,Green Rewards,1 Jun 2021," 9,060,000 "," 2,915,591 ", 202 ," 1,242,530 ",,
3140LCMG3,,Green Building Certification,1 Jun 2021," 35,000,000 "," 3,005,061 ", 132 , -   ,,
3140LCNH0,,Green Rewards,1 Jun 2021," 12,300,000 "," 2,833,876 ", 194 ," 1,353,380 ",,
3140LCNL1,,Green Building Certification,1 Jun 2021," 80,493,333 "," 17,874,228 ", 677 , -   ,,
3140LCP54,,Green Rewards,1 Jun 2021," 6,209,000 "," 2,990,585 ", 184 ," 1,405,130 ",,
3140LCPJ4,,Green Building Certification,1 Jun 2021," 65,000,000 "," 7,713,911 ", 195 , -   ,,
3140LCPW5,,Green Building Certification,1 Jun 2021," 56,375,000 "," 23,246,439 "," 1,339 ", -   ,,
3140LCSA0,,Green Building Certification,1 Jun 2021," 57,005,000 "," 2,183,926 ", 113 , -   ,,
3140LCSD4,,Green Rewards,1 Jun 2021," 38,400,000 "," 6,441,591 ", 461 ," 2,058,690 ",,
3140LCT68,,Green Rewards,1 Jun 2021," 36,000,000 "," 8,352,481 ", 598 ," 3,024,710 ",,
3140LCT76,,Green Rewards,1 Jun 2021," 23,000,000 "," 5,335,319 ", 382 ," 2,230,640 ",,
3140LCTL5,,Green Building Certification,1 Jun 2021," 28,242,000 "," 293,630 ", 6 , -   ,,
3140LCTU5,,Green Rewards,1 Jun 2021," 6,960,000 "," 270,668 ", 14 ," 175,430 ",,
3140LB3Q4,,Green Building Certification,1 May 2021," 117,063,000 "," 19,919,218 ", 962 , -   ,,
3140LB7F4,,Green Building Certification,1 May 2021," 11,725,000 "," 1,892,896 ", 121 , -   ,,
3140LBL84,(6),Green Rewards,1 May 2021," 34,000,000 "," 3,253,417 ", 221 ," 2,690,509 ",,
3140LBL92,(6),Green Rewards,1 May 2021," 8,000,000 "," 765,510 ", 52 ," 633,061 ",,
3140LBMB6,(6),Green Rewards,1 May 2021," 40,000,000 "," 5,575,085 ", 391 ," 2,059,938 ",,
3140LBMC4,(6),Green Rewards,1 May 2021," 5,000,000 "," 696,886 ", 49 ," 257,492 ",,
3140LBZQ9,,Green Building Certification,1 May 2021," 22,000,000 "," 2,943,291 ", 125 , -   ,,
3140LCAW1,,Green Rewards,1 May 2021," 30,193,000 "," 2,503,108 ", 150 ," 1,388,080 ",,
3140LCAX9,,Green Building Certification,1 May 2021," 7,000,000 "," 541,772 ", 30 , -   ,,
3140LCBC4,,Green Rewards,1 May 2021," 4,630,000 "," 1,488,330 ", 107 ," 302,650 ",,
3140LCCQ2,,Green Rewards,1 May 2021," 17,458,000 "," 2,761,967 ", 192 ," 997,080 ",,
3140LCCX7,,Green Building Certification,1 May 2021," 18,935,000 "," 2,194,964 ", 107 , -   ,,
3140LCD24,,Green Rewards,1 May 2021," 5,938,000 "," 337,951 ", 23 ," 396,560 ",,
3140LCD32,,Green Rewards,1 May 2021," 18,000,000 "," 3,318,971 ", 211 ," 3,528,670 ",,
3140LCDF5,,Green Building Certification,1 May 2021," 22,963,000 "," 819,122 ", 27 , -   ,,
3140LCEH0,,Green Building Certification,1 May 2021," 6,141,000 "," 361,562 ", 13 ," 145,536 ",,
3140LCFK2,,Green Rewards,1 May 2021," 2,531,000 "," 259,029 ", 14 ," 470,040 ",,
3140LCG70,,Green Rewards,1 May 2021," 22,850,000 "," 3,531,679 ", 253 ," 2,764,920 ",,
3140LCGM7,,Green Building Certification,1 May 2021," 37,824,000 "," 1,281,770 ", 62 , -   ,,
3140LCGV7,,Green Building Certification,1 May 2021," 6,333,000 "," 600,111 ", 22 , -   ,,
3140LCHC8,,Green Rewards,1 May 2021," 7,006,000 "," 2,025,512 ", 136 ," 849,510 ",,
3140LCHK0,,Green Building Certification,1 May 2021," 34,807,000 "," 2,960,588 ", 128 , -   ,,
3140LCKJ9,,Green Rewards,1 May 2021," 11,800,000 "," 1,686,043 ", 99 ," 1,644,450 ",,
3140LCLK5,,Green Rewards,1 May 2021," 26,940,000 "," 4,082,833 ", 241 ," 1,623,540 ",,
3140LCLL3,,Green Rewards,1 May 2021," 24,643,000 "," 3,628,595 ", 215 ," 1,430,540 ",,
3140LB2Q5,,Green Rewards,1 Apr 2021," 60,606,000 "," 5,665,222 ", 322 ," 3,918,580 ",,
3140LB4G5,,Green Rewards,1 Apr 2021," 42,499,000 "," 4,635,798 ", 332 ," 2,324,780 ",,
3140LB4Q3,,Green Building Certification,1 Apr 2021," 22,680,000 "," 6,526,571 ", 313 , -   ,,
3140LB5B5,,Green Building Certification,1 Apr 2021," 28,030,000 "," 2,021,431 ", 120 , -   ,,
3140LB5F6,,Green Building Certification,1 Apr 2021," 13,113,000 "," 798,620 ", 21 ," 184,704 ",,
3140LB7A5,,Green Rewards,1 Apr 2021," 6,003,000 "," 1,293,213 ", 93 ," 481,790 ",,
3140LB7E7,(5),Green Building Certification,1 Apr 2021," 47,805,000 ", -   , -   , -   ,,
3140LBEW9,,Green Rewards,1 Apr 2021," 46,400,000 "," 4,313,044 ", 309 ," 1,364,790 ",,
3140LBMA8,,Green Rewards,1 Apr 2021," 15,000,000 "," 1,680,914 ", 106 ," 1,750,460 ",,
3140LBP80,,Green Rewards,1 Apr 2021," 31,625,000 "," 1,898,246 ", 106 ," 988,950 ",,
3140LBQY2,,Green Building Certification,1 Apr 2021," 56,740,000 "," 2,270,852 ", 126 , -   ,,
3140LBVF7,,Green Rewards,1 Apr 2021," 17,002,000 "," 1,618,763 ", 110 ," 652,090 ",,
3140LBVG5,,Green Rewards,1 Apr 2021," 13,113,000 "," 1,025,177 ", 68 ," 744,590 ",,
3140LBW41,(5),Green Building Certification,1 Apr 2021," 10,056,000 ", -   , -   ," 181,553 ",,
3140LBW58,,Green Building Certification,1 Apr 2021," 49,056,000 "," 2,445,347 ", 126 ," 2,920,896 ",,
3140LBW82,,Green Building Certification,1 Apr 2021," 53,900,000 "," 5,703,497 ", 378 , -   ,,
3140LBX40,,Green Rewards,1 Apr 2021," 6,068,000 "," 413,103 ", 27 ," 209,500 ",,
3140LBXD0,,Green Rewards,1 Apr 2021," 56,099,000 "," 6,722,077 ", 482 ," 3,104,920 ",,
3140LBXJ7,,Green Rewards,1 Apr 2021," 8,415,000 "," 1,015,551 ", 73 ," 304,760 ",,
3140LBXU2,(5),Green Building Certification,1 Apr 2021," 35,322,000 ", -   , -   ," 843,746 ",,
3140LBXX6,,Green Building Certification,1 Apr 2021," 17,050,000 "," 1,341,361 ", 66 , -   ,,
3140LBYB3,,Green Rewards,1 Apr 2021," 6,158,000 "," 1,014,143 ", 73 ," 398,460 ",,
3140LBYE7,,Green Building Certification,1 Apr 2021," 6,214,000 "," 121,293 ", 4 , -   ,,
3140LBYQ0,,Green Rewards,1 Apr 2021," 25,496,000 "," 4,049,620 ", 262 ," 2,599,570 ",,
3140LBYZ0,,Green Rewards,1 Apr 2021," 6,106,000 "," 395,463 ", 25 ," 357,830 ",,
3140LBZ48,,Green Rewards,1 Apr 2021," 8,160,000 "," 3,729,680 ", 246 ," 1,680,180 ",,
3140LBZA4,,Green Building Certification,1 Apr 2021," 87,000,000 "," 186,060 ", 8 , -   ,,
3140LBZT3,,Green Building Certification,1 Apr 2021," 6,398,000 "," 90,937 ", 2 , -   ,,
3140LBZW6,,Green Rewards,1 Apr 2021," 7,475,000 "," 1,271,012 ", 91 ," 926,100 ",,
3140LCAA9,,Green Building Certification,1 Apr 2021," 12,195,000 "," 1,051,066 ", 59 , -   ,,
3140LCAM3,,Green Rewards,1 Apr 2021," 22,000,000 "," 2,363,091 ", 144 ," 2,612,220 ",,
3140LCAQ4,,Green Rewards,1 Apr 2021," 8,396,000 "," 1,270,790 ", 85 ," 978,240 ",,
3140LCAV3,,Green Rewards,1 Apr 2021," 16,000,000 "," 4,552,037 ", 326 ," 3,630,590 ",,
3140LCBE0,,Green Rewards,1 Apr 2021," 4,100,000 "," 560,789 ", 30 ," 479,010 ",,
3140LCBP5,,Green Rewards,1 Apr 2021," 18,000,000 "," 1,868,689 ", 109 ," 1,548,260 ",,
3140LCBS9,,Green Rewards,1 Apr 2021," 4,297,000 "," 1,615,052 ", 111 ," 481,800 ",,
3140LCBU4,,Green Rewards,1 Apr 2021," 8,190,000 "," 1,494,799 ", 95 ," 1,112,130 ",,
3140LCCD1,,Green Building Certification,1 Apr 2021," 39,222,000 "," 3,461,743 ", 173 , -   ,,
3140LCCT6,,Green Rewards,1 Apr 2021," 20,300,000 "," 5,015,385 ", 334 ," 1,729,760 ",,
3140LCCU3,,Green Rewards,1 Apr 2021," 11,425,000 "," 1,201,277 ", 69 ," 1,177,050 ",,
3140LBED1,(5),Green Building Certification,1 Mar 2021," 32,000,000 ", -   , -   , -   ,,
3140LBFB4,(5),Green Building Certification,1 Mar 2021," 26,650,000 ", -   , -   , -   ,,
3140LBFC2,(5),Green Building Certification,1 Mar 2021," 5,506,000 ", -   , -   ," 140,234 ",,
3140LBGJ6,,Green Rewards,1 Mar 2021," 11,484,000 "," 675,636 ", 40 ," 345,250 ",,
3140LBH71,,Green Building Certification,1 Mar 2021," 10,249,100 "," 1,129,011 ", 37 , -   ,,
3140LBH89,,Green Building Certification,1 Mar 2021," 38,447,000 "," 902,111 ", 45 ," 1,660,968 ",,
3140LBHT3,,Green Rewards,1 Mar 2021," 9,157,000 "," 513,744 ", 37 ," 449,150 ",,
3140LBHU0,,Green Rewards,1 Mar 2021," 8,125,000 "," 1,290,302 ", 95 ," 656,370 ",,
3140LBJ46,,Green Rewards,1 Mar 2021," 50,914,000 "," 4,519,502 ", 238 ," 5,544,600 ",,
3140LBJC8,,Green Rewards,1 Mar 2021," 9,475,000 "," 2,352,623 ", 169 ," 3,503,540 ",,
3140LBKS1,,Green Rewards,1 Mar 2021," 10,616,000 "," 2,150,603 ", 154 ," 861,850 ",,
3140LBM59,,Green Rewards,1 Mar 2021," 11,025,000 "," 1,392,685 ", 41 ," 221,570 ",,
3140LBM83,,Green Building Certification,1 Mar 2021," 32,000,000 "," 2,319,095 ", 111 , -   ,,
3140LBMK6,,Green Rewards,1 Mar 2021," 17,141,000 "," 924,874 ", 59 ," 763,930 ",,
3140LBMZ3,,Green Rewards,1 Mar 2021," 8,287,000 "," 1,548,221 ", 111 ," 689,840 ",,
3140LBNC3,,Green Rewards,1 Mar 2021," 7,150,000 "," 1,144,693 ", 82 ," 559,630 ",,
3140LBNG4,,Green Building Certification,1 Mar 2021," 73,669,000 "," 1,429,813 ", 42 , -   ,,
3140LBNT6,,Green Rewards,1 Mar 2021," 23,630,000 "," 2,800,144 ", 186 ," 1,606,830 ",,
3140LBNU3,,Green Rewards,1 Mar 2021," 19,012,000 "," 1,600,040 ", 102 ," 1,200,290 ",,
3140LBNV1,,Green Rewards,1 Mar 2021," 74,532,000 "," 8,357,979 ", 438 ," 6,069,820 ",,
3140LBP64,,Green Building Certification,1 Mar 2021," 59,220,000 "," 2,576,802 ", 89 , -   ,,
3140LBPB3,,Green Rewards,1 Mar 2021," 16,203,000 "," 5,096,721 ", 365 ," 2,833,790 ",,
3140LBPD9,,Green Rewards,1 Mar 2021," 17,650,000 "," 2,709,506 ", 194 ," 968,120 ",,
3140LBPF4,,Green Rewards,1 Mar 2021," 5,385,000 "," 1,344,277 ", 96 ," 1,263,560 ",,
3140LBPG2,,Green Rewards,1 Mar 2021," 5,340,000 "," 1,189,276 ", 69 ," 1,519,300 ",,
3140LBPH0,,Green Rewards,1 Mar 2021," 11,760,000 "," 3,274,334 ", 235 ," 1,316,550 ",,
